english_speaker,vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on
lil,ah,5.353038630027877,11.71580931263858,15.61476760706312,59,0.9223525593418067,0.3091747244698855,15.989643916220572,0.16536516293932912,0.016128671857543964,0.9197576154888072
lil,aa,8.191325301204818,11.140962258715067,17.47658234210085,190,2.1843191283653134,2.095334183936451,17.883419483288925,-0.881578009,0.23614494491510918,-2.341354346
lil,ah,5.640722702278083,12.729819494584836,15.458830313014827,31,-0.965896541,0.43268271970458017,15.821671809974232,0.008103368,-0.166238184,0.43832044770439893
lil,ih,6.2542378048780485,13.939088774072335,14.285569504679296,150,-0.433070174,0.4257554407390014,14.631992094510629,-0.231600951,-0.075818453,1.0355983785323808
lil,ah,6.621339319117096,13.611822565091611,16.25183206,190,0.6770978330489852,-0.36770927,16.591966238015598,-0.420666793,-6.801107485,-2.573174987
lil,iy,5.3946263910969785,15.687861318282605,17.180848484848482,800,0.17578871574627808,1.132002326760965,17.51321286072286,0.859611414,-0.273783568,0.16704204719298943
lil,ah,7.275443037974683,12.199721329046088,16.340979761679588,320,0.271892048,0.049218506,16.705802215530152,-1.457904097,-0.630695573,0.2510408872879637
lil,uw,5.022880258899676,12.274776119402985,14.85163984341018,360,0.077675224,1.6199917007291802,15.236685601539293,0.094171694,1.437034452230595,0.2289569170331287
lil,ae,6.716485480268055,10.977845078625508,13.047161923948627,190,0.021874969645618414,0.6213602301406578,13.436244602173106,0.1230409718222143,0.4498089632060349,0.7185251444009797
lil,iy,4.530165562913907,13.192179327521792,15.992685982772121,240,1.0375029436597876,0.707821228,16.352998634293918,0.336794502,0.6974410450318516,-0.048563245
lil,aa,5.616374360990955,11.23631263,16.54355382619974,90,-0.429663375,0.10844641994484938,16.922199823205208,-0.040708482,0.012909343,0.059171772
lil,iy,4.4579069767441855,14.34007725516928,16.49459962756052,81,-0.5305209,0.8703161630191101,16.84161010220762,0.24196981997039302,0.099544196,-1.556624234
lil,ah,4.682137279079325,12.444402317008953,16.166913010007693,60,0.21517173320967053,-0.288910392,16.52386371259821,-0.116021577,0.3722105448921482,0.2320038760396912
lil,ih,5.386322067594433,13.795419339510572,14.099286045433473,90,-0.066250267,2.473460899430867,14.475307287940845,-0.501924673,0.6361928363631613,1.9653951365260873
lil,ae,5.745572489253614,13.227938400397417,14.654424778761062,80,0.23537486079511627,1.138486604556208,15.020072090625465,0.032047487336319236,0.8231577131701879,1.491033273312226
lil,ah,4.521159420289854,14.053941368078176,16.215338057843322,40,-0.116501206,0.7646953853834901,16.56478435264203,-0.027063235,0.21243266027116015,-0.062067678
lil,ih,4.6554732510288055,14.789162475399081,16.121948579161028,99,0.3160160485235872,-0.386103797,16.445967421081193,0.14145234177577315,-0.633666398,-0.345166648
lil,iy,5.168067496986741,13.208457711442787,15.547238562091506,30,0.016977831,-0.381950403,15.892621308157823,-0.016977831,-0.108191847,0.039314144
lil,ah,3.2832385120350107,13.34998031496063,15.90739834188709,30,-0.010059826,0.13502258248922416,16.257847190899113,0.090222691,2.0976964527161357,-0.09296297
lil,iy,4.430686071,13.877923058767996,16.274744859101293,30,-0.669305868,0.4426065102468506,16.62222008433653,-0.67430373,-0.044062329,-0.013353057
lil,ah,6.480602863602109,13.295665925376822,15.921711019120837,30,-1.105836126,0.41383012731460944,16.27665643071142,-0.450159704,0.022419915767727616,-0.187085292
lil,iy,3.373461203138622,14.410201039078384,15.839388038942976,120,-0.207791497,0.9748844905572387,16.18686326417821,0.6122664167171266,0.013391018683348577,-0.085750218
lil,ah,5.665013730874852,13.472883256154033,15.96036135113904,30,0.34536474802682715,-0.068304623,16.306408135842577,0.088580019,-0.174009738,-0.166811162
lil,iy,4.154694736842105,15.175266272189349,16.18633883980023,70,0.3213414690078471,-0.352206615,16.50561458826714,-0.168967117,-0.398681333,-0.058502673
lil,ah,5.1255716586151365,13.816148007590133,15.909445431221629,30,0.10269139971546082,-0.05005563,16.251107985222614,0.017018848,-0.032604607,-0.018452944
lil,iy,4.485060141020323,14.315610200364299,16.014791951553036,61,0.6421224809007677,0.6007943227937584,16.358496438787085,0.3818999241793506,0.6808166838959533,-0.271707933
lil,uw,4.284353285893679,14.099286045433473,16.463523257986175,40,-0.064261071,0.039658138,16.80257734183586,0.045939111767139273,-0.131282297,-1.409244258
lil,ah,6.953924236851782,13.12665832290363,14.913441488211118,73.431,0.41381905277965725,-0.460684672,15.258865585354117,-0.31054606,-0.577413484,0.22651187197544154
lil,ih,4.744098360655737,13.273168316831683,15.13995336018656,70,0,0.6454416345765512,15.498329820796965,NA,NA,NA
lil,ae,7.302896352473816,12.820061475409837,15.252172088142709,240,-0.552278963,-0.170206608,15.605653687146038,-0.264053438,-0.471026481,-0.314196694
lil,iy,11.180114942528736,14.258128574696865,16.11408783130199,190.157,4.297530963200571,2.3865738722016623,16.482679558630846,-6.480238146,-1.637499513,-1.508737909
lil,iy,3.4629787234042553,12.830396723829026,15.749418837675352,449,-0.283745119,0.062250671,16.105899209246125,0.3511811739877926,0.23672925052350102,-0.100128933
lil,uh,5.600110192837465,11.436045197740112,14.692877618522603,30,0.34756117322962243,0.012590292453147356,15.067526506487946,0.1213608556758361,0.012568971,0.091257144
lil,ae,8.345665529010239,12.300856610800745,14.377938844847113,290,1.049625066582493,-0.567300612,14.73306893,-1.370441429,-0.074774771,0.8487166031966389
lil,iy,5.277761790567546,13.416450428396573,15.588728382502543,50,0.10969429358080429,0.1723224204580962,15.93878355618686,0.075276839,-0.402696326,-0.067860242
lil,aa,8.503410014,11.473688362919132,16.209551552318896,30,0.078523843,-0.181318595,16.581070106304978,-0.030119604,-0.52709951,-0.019336499
lil,uw,4.321119933,12.356417594064652,16.23265774378585,70,0.1850727354982027,-0.077047492,16.59365777250849,-0.27878392,-0.240191179,0.049701465
lil,ah,5.294536741214057,10.829367832990297,15.427542337876911,30,0.5858011090301494,0.3960505832918635,15.815585118104135,0.33807622538712057,0.6443205299288355,0.035742964716748205
lil,ah,7.599729825808745,13.400686274509804,15.228980021030495,30,-0.939689485,-0.2233407,15.573909228313045,-1.141532919,-1.35351401,-0.249539161
lil,ah,6.2313162914917966,13.053823307324441,15.988656482569526,30,-0.076201762,-0.056352131,16.340519545319864,0.098949464,0.003328177,-0.012107463
lil,iy,5.6973129651390515,12.775091236186071,15.849749900754267,70,1.2212963676286783,-0.205085934,16.203367718123406,-0.865312965,0.3251746278721175,-0.064577143
lil,ae,8.449121140142518,13.639249458744287,16.228814078041314,559,0.7044297821178267,0.31477214119004593,16.577784936108593,-0.750309259,0.060525499359615154,0.16452552685050037
lil,uw,0.7093917274939172,13.488471275559883,15.341698584512907,30,-2.743675171,-0.175058136,15.686094899755865,12.78530413625304,1.072617038,2.3605018725553233
lil,aa,5.729511145874071,13.648365384615385,15.481068639539663,105.66,-0.409591959,1.084784074252557,15.840311347798997,0.2696706372212594,0.08145549,-0.028927696
lil,uw,4.219714525608731,12.378518518518518,15.573480032599834,181,-0.210971545,-0.820177025,15.924148357420798,0.16545214105793526,-1.142205893,-0.263751431
lil,aa,8.593160552002693,12.285965379494009,15.393818106484357,150,-0.135870844,0.6146948762968982,15.765116822516845,-1.768029119,0.13654516902919767,0.031482451
lil,ah,5.857302759424795,13.519533754249636,15.330302146280475,109,2.004788888319375,0.062276555616156415,15.677481330587963,-0.281636881,0.25806320030663343,-0.416860658
lil,ao,7.7053799929303635,12.263568951720458,15.841462058005563,30,-0.175600399,-0.122300958,16.20310495438013,0.25896995478660934,-0.235698054,1.3188572755591697
lil,ih,6.169934940681209,13.860335618057196,15.286778242677824,41,0.783612873,-0.008799951,15.628401253590818,0.6118832411369723,-0.196806206,0.6083205715514239
lil,ah,5.608245476003147,12.736804123711341,17.13969733866759,50,0.22192340840871427,-0.536364193,17.48936060258467,-0.106260502,-0.073699693,-3.789717024
lil,ah,6.716485480268055,10.603508353221956,15.804003189792665,171,0.065771995,-0.216768199,16.18680985217149,0.007280802,0.5461720383703277,-0.586655821
lil,uh,6.731041666666666,11.114747474747475,15.393818106484357,96.071,-0.007269973,-0.466623155,15.76633206446809,-0.615124552,-0.34466483,-0.031665603
lil,uh,5.8414157915208085,12.142900188323917,15.337142857142856,31,-0.428073927,0.21624626862984542,15.704989974351092,-0.397101755,0.4170998116760831,-0.122124959
lil,ao,7.989850330664809,10.883691766774099,15.201020451191228,30,-0.1702876,0.1319423577906491,15.584754234890118,-0.199505503,0.080773404,-0.165959463
lil,ae,6.796277345198368,14.076655829075708,15.57566103075983,30,-0.171852019,-0.228047908,15.91141081878624,-0.680360231,-0.581959965,-0.150360473
lil,ah,5.681176009408075,10.195641261095806,15.407332919511688,29,0.4034142188405294,0.19937228061858292,15.801292067259064,-0.03234994,0.7955603682320955,-0.535843558
lil,ah,5.575665878644601,12.677204245405127,14.940422960725076,80,2.955098567,-0.292866677,15.294177204875398,0.7014410874764492,-0.365199992,0.019542571
lil,ih,5.857302759424795,12.549244839299712,15.440973597359736,70,-2.682116552,-0.434297671,15.794545985473272,2.4269438159176717,0.4039481609539006,-0.013431259
lil,uw,4.247463312368972,14.200091954022987,15.52086814086814,40,0.29014810421264325,0.7867912684206377,15.86864042847963,0.018460441296716645,0.15894615849969718,0.043879004
lil,eh,7.472698639942734,12.263568951720458,15.672894630601535,50,-0.793040133,0.6126335396937321,16.04446822114627,-1.302763699,0.1953894912043186,0.025631346039624248
lil,ae,6.131380368098158,13.669584833213342,15.717668341708544,90,-0.038554573,1.091696958376314,16.076717842872892,-0.654072371,0.087154919,-0.055490124
lil,ah,5.975672333848531,11.918808417600436,15.400579710144928,30,-0.718938177,-2.962579869,15.728557440694704,2.007809560301885,3.218782761364789,1.9321020538598397
lil,ah,5.793606237816763,12.959949302915083,15.168221611334321,80,0.096293273,-1.538077603,15.501365450401915,0.087480719,-0.188329766,0.11625631291761529
lil,uh,5.117051953282319,13.067125974352527,15.670753078942058,30,-0.169100664,-0.043049464,16.022616141692396,-0.008526571,-0.154615163,0.33601133943526484
lil,ah,5.022880258899676,13.46038545986826,15.24522469550609,30,0.18212954490538813,0.3337271369646295,15.596865283983988,0.008595681,-0.268206132,-0.319503001
lil,iy,4.619818631492167,14.871489361702126,15.104415142492554,100,-0.531271035,1.1147496095572276,15.447554124958387,0.035654619536638066,-1.18377309,-0.050136142
lil,ah,5.665013730874852,13.240893300248139,16.100302208446337,100,0,0.2877002999945262,16.45428429501135,0.024233918027968038,0.21949215962012047,0.10345618081540664
lil,eh,5.833463035019454,12.857879948914432,15.808178557194102,70,0.7420114221162288,0.3446077456134109,16.16810070144626,-0.015924094,-0.044717468,-0.446026054
lil,ih,5.745572489253614,13.400686274509804,16.08845616757176,70,0.048259524,-0.265871575,16.43281162975387,0.43205566682901697,0.16208236053375913,-0.152471916
lil,ah,4.953863636363636,12.980177170336624,16.016796874999997,29,0.1306214967147996,-0.579512977,16.36259403853465,1.269800485773768,0.24127412190989617,0.3260624290847218
lil,ah,6.0538260200153955,12.715828600929273,16.424861215303824,90,0.7509118483587098,0.3889884522303877,16.787301469292508,-0.834988345,-0.852179767,-1.008537047
lil,uh,4.330292397660818,12.455322283609577,16.10424477149496,30,0.2879563841187105,-0.568471864,16.457273808384652,0.045747619012796115,-0.331464525,0.095647805
lil,uw,4.321119933,12.304574468085107,15.950218203263221,80,0.045977555,1.211742098,16.329338026056867,0.11864731540698337,1.392187984022172,0.3530208322408601
lil,ah,5.319648982848025,12.066421422775225,16.88811438784629,30,0.13463091781390268,-0.129526044,17.252322874069645,-0.194077324,0.12952604439175452,0.2690383899314881
lil,iy,4.439767248545303,6.458196906827611,15.797733891881107,60,0.5014339152119707,-7.761302749,16.134632372097464,0.3043311121104342,9.574611205,1.4270188222322826
lil,ih,6.038243451,9.432420647643475,15.81443537143995,60,0.7353292798071047,-0.181673866,16.21357020622007,-0.054728581,-0.27447995,-0.750571978
lil,uh,4.4579069767441855,13.41959862946647,15.789363146336596,31,0.22893509256458078,0.072800697,16.138032802908427,0.063252444,0.00314666,0.16288528133635793
lil,uw,4.637660626029653,10.774659191501918,14.542765244583425,86.805,-0.150478433,2.945361439,14.966097723679802,0.21183366434554962,2.9820805606429808,3.074590508796067
lil,uh,5.031475940153658,12.902301425661914,13.12665832290363,30,-0.077049443,-0.064397333,13.480458089044898,-0.068960727,-0.454257203,0.4207029564760649
lil,ao,7.459226361031518,10.036537867078826,14.967276641550052,100,0.45567537056930263,0.512787867,15.36763528155122,-0.245844648,0.44442424957781945,-0.567810216
lil,ah,5.427777777777777,10.820276551927037,14.998849291541433,30,0.083076583,-0.272555818,15.377969114335079,0.37381224560491866,0.17092507740086482,-0.993458028
lil,ih,7.5197001071046055,11.731937984496124,17.128554510623474,40,-0.013385872,0.33794365021850403,17.503601726461657,-0.368786383,0.2843269449284147,-1.789133316
lil,ah,5.168067496986741,14.950202673566192,17.597316589557167,50,0.016977831,0.09856283,17.92569513295327,0.059208144038899846,0.43458687650637806,0.3813248006482013
lil,uw,4.228971884179605,13.504021395575007,15.509842180774749,30,0.009257359,-0.97813397,15.843199945084598,0.13793387061605777,-0.097024825,0.052719516
lil,eh,6.658043315907393,14.005391263723428,14.913441488211118,80,-0.109294226,0.5575280158601803,15.26074742246476,-0.495807481,0.2306939987106773,0.10716275434298517
lil,ah,6.169934940681209,13.46351219512195,16.257570093457943,29,0.054017826,-0.154415516,16.602581582357836,0,-0.034478201,0.2570331401417576
lil,ah,4.735268552685526,11.744011065006916,14.814235217106697,31,-0.218595084,1.0106382839418266,15.198217633888795,0.3988159543567269,0.39888912331700155,0.5206283529828664
lil,ih,4.691010682004929,13.947777517014785,14.933077089181602,30,0.044440076817609864,0.5787357479730151,15.281446587110535,0.079533731,0.20492038282366387,-0.07150386
lil,ih,5.269364254,14.304703737465816,16.02680975609756,19.101,0.042088613272638575,0.1380278499600518,16.364420438020716,0,0.3342683493751224,0.029921761412168735
lil,ih,5.302914171656686,14.07948920362201,15.487722324912712,88.872,0.10943102558927009,-0.241566782,15.823251668883637,-0.075638531,0.016972655872541154,-0.191752425
lil,ih,5.591968503937007,12.371159343568024,13.904211022138483,60,-0.281196545,-0.270740475,14.262396090010931,-0.081770875,-1.473946229,0.4004927153273332
lil,ih,4.945205034510758,8.828123546994354,14.947759327151175,30,0.078244969,-1.509036647,15.337103570154483,0.086270906,5.956011215639645,2.983400507612089
lil,ah,4.6554732510288055,12.833838280450358,15.11154091392136,31,0.20663237026436843,-0.315826887,15.462870978557628,0.15023169380159818,0.7258518672136454,-0.28730721
lil,ah,5.583820401732965,12.502443628736234,13.16932135728543,30,0.19749833413853235,0.2015870179354895,13.532112604812305,-0.981873207,-5.151694349,-0.530962063
lil,aa,7.4186934673366824,10.833909465020575,16.276649533599848,101,0.088423002,-0.148390389,16.657264397508435,-0.358737359,0,0.8820867968983279
lil,iy,4.945205034510758,15.368953488372094,15.776781930841496,69,0.034704831,-0.173898984,16.095850604161367,-0.095710744,-0.982932664,-0.218593806
lil,uw,4.512145816072907,13.146383404148963,15.562561696920254,50,1.0789284247685593,-0.036009417,15.913450048229738,0.178864866,-0.920301564,0.2768263420227228
lil,ae,7.6328743789921925,13.2602775,15.483287446065338,326.023,0.113174272,-0.102416696,15.831742597508962,-0.15344683,0.18131546111868246,-0.284603347
lil,uw,4.311939799331103,10.765503395335104,15.54065808297568,119,-0.51130234,-1.823094833,15.899562944941142,1.3934321662131408,-0.728965528,0.2003126350347486
lil,ah,6.613982035928142,13.747779632721201,15.870412044374008,518.817,0.16326505479606812,0.1850109976776384,16.21616768,0.885603382,-0.381910869,-0.349543904
lil,ah,6.621339319117096,13.214957732471406,13.28603363006924,120,0.5675132991017007,-0.48180472,13.629981644613897,-0.066414394,-1.221961539,-0.859869644
lil,ah,5.117051953282319,10.94211325160537,15.38478955007257,49,-0.169100664,0.081009965,15.767043887721005,-0.094171694,0.46031030445351995,-0.641035434
lil,eh,7.599729825808745,12.03173535791757,13.34042847,69,0.8541536176303071,0.3767283999437332,13.711947019881183,-0.546806299,0.19810421427494163,-0.451763838
lil,eh,6.014824527574238,8.857055702917771,14.708187623871394,30,0.007818355,0.087085693,15.118761332557728,-0.165462164,0.0633143,0.23712730278952066
lil,iy,6.177628156082631,13.973770491803279,17.090143406785586,210,1.3368774420883431,0.5573200634067064,17.437873194176774,-1.620488842,-3.281904577,-2.484793485
lil,ae,5.753593749999999,12.785495634309195,15.808178557194102,80,0.37558261237072355,0.069667033,16.165365342108434,-0.048221784,0.024214696375246092,0.035356696
lil,ah,6.723766282098994,12.715828600929273,16.139590891547662,60,1.4712172624911517,0.29331805240606634,16.50073888,-0.065722966,-0.249603575,-0.051134724
lil,ah,7.809841827768014,12.000760869565218,16.305132877752467,120,1.8420180937131247,-0.580698984,16.66413414,-0.714799842,-2.106043065,-0.434720833
lil,iy,4.494096185737976,7.220297424737033,14.979440860215053,100,0.12719043094231353,-3.558935614,15.362802803088496,-0.072498848,-0.36639724,0.1958254119742957
lil,ao,7.459226361031518,10.303228944968076,15.161168006771053,360,0.21821186827789507,-0.701305939,15.541482110563836,-0.993555169,-0.930436152,0.6365658851100537
lil,ah,4.210449391,11.07525462962963,16.53271749211649,30,-1.008388284,-0.874884449,16.900247243838276,-0.168113377,1.894816292356186,0.4204099484230923
lil,eh,7.095041986126322,12.617077483099324,16.219192035228794,80,0.5697788282315859,0.7100534130774427,16.58730442520426,-1.552058561,0.077710521,-1.87911478
lil,ah,6.030443159922928,9.405369299935774,14.751347082053531,80,-0.844977815,0.6295665018011967,15.161841715986153,0.19322096221447538,0.4020288191864818,0.022719044506574804
lil,iy,5.656923076923076,11.981333333333332,14.022570562164683,31,0,-0.349210866,14.384960781459194,-0.064954573,-0.788212461,0.47017057735976664
lil,ih,5.865236985236985,15.882770083102494,17.623064250411858,40,0.063646962,-0.053214169,17.93684077900369,-0.03177395,0.014380677616731674,0.10287421613542946
lil,ae,7.123018592781626,12.851019677996423,15.593077079520034,160,-0.159295218,-0.255854225,15.944984704498014,-1.12383681,1.3546237043565181,0.4016224702940221
lil,iy,4.796925592804579,15.027837259100641,16.253745468422057,70,0.12366901385721096,0.092310489,16.58099380018588,0.008779352,-1.835657932,-0.447654179
lil,ah,4.3669057547956625,12.509664570230608,15.42305785123967,30,0.036613357,-1.478499172,15.763075622962033,0.22609465791585137,-0.332616798,0.15260317952015967
lil,ah,4.201176470588234,13.211708530216363,16.329687559174396,30,0.3295346795434586,-0.006496789,16.68009258,0.19310924369747884,-0.474904407,-0.544514801
lil,eh,7.5330859793078835,12.062575757575758,15.238268543811726,90,-0.013366784,-0.421782342,15.598581195333525,-0.536608915,0.6812057983232638,0.38947116833098505
lil,ae,5.0743502824858755,8.271912268677177,16.19602379581654,20.679,0.12914524797511717,-0.659920019,16.604403321348457,-0.025703818,7.766887185620227,0.9800954003026554
lil,uw,4.601947194719472,15.465511422103315,16.180518931385738,30,0.2808272615811518,0.5201964954424003,16.507635393216145,-0.044807881,-2.756689108,-0.730609616
lil,ao,7.0317948717948715,9.745198237885463,14.873965704362925,100,0.8849749484232241,0.5928383943391786,15.27935636868665,-0.163542194,0.533705538,0.4540543039738818
lil,ah,4.293556485355648,11.461161872532431,14.659566563467493,30,0.7025029447684297,-0.562842468,15.026098190026856,0.30839070936382385,-0.008362775,-0.043850692
lil,ih,4.7175871973738195,12.990268082953971,15.709169181251257,60,0.31419002834800835,-1.248577013,16.045806844177175,0.201599794,0.39145013010444707,-0.317606811
lil,ah,7.3507492795389044,10.298369829683699,14.33193269668031,150,-0.047612201,0,14.721801993959541,0.12194936040382931,-0.206786342,0.33277110526487164
lil,ah,4.126711635750421,12.214796573875804,14.638972086840939,57.161,-0.15764165,-0.601816288,14.994798071584093,NA,NA,NA
lil,ih,4.247463312368972,13.406996570308673,15.289077598828696,76.921,0.46215509319089065,-0.310823176,15.63274156653134,0.1559338566568389,0.069007328,0.1808833145636104
lil,ah,7.679079646017699,10.650136823319452,13.466637405510852,100,0.5142487984367605,0.4005212040394017,13.857166653899247,-0.521204828,0.4558522035358763,2.2806706722602446
lil,ah,6.345402124430955,8.628807524353377,16.044783794312426,30,0.060683707383772045,-0.017769657,16.45703044187468,0.060316484,-0.023748661,0.143493525
lil,ah,5.302914171656686,12.451684210526315,15.627739712142711,150,0.7278294959028653,-0.949002064,15.975682210329502,0.7897635079437748,-0.936393399,-1.486247451
lil,ah,4.5391642532064544,12.740293738727132,15.595250101667345,30,0.4217960541343331,-0.151782694,15.950057260000676,0.13409232574091323,-0.05253378,-0.008697395
lil,ah,6.868252678241595,11.71580931263858,13.372213215426186,41,0.180944699,-0.273301375,13.739216342976539,0.16354219355327615,-0.179804823,0.4498446318948197
lil,ae,6.939698196540301,12.444402317008953,15.165871404399324,180,0.6473741189442572,-0.179776477,15.524295775797416,0.1623455990801359,0.34802068093765826,-1.49023696
lil,ih,5.534796684,12.75771487390633,15.332583333333332,50,-0.081577677,0.12644214663360387,15.690911908216977,-0.024599055,0.065793449,-0.071161652
lil,ah,4.936539398862712,13.801348848254571,14.708187623871394,30,0.27217082625884625,-0.611532814,15.042479137084708,-0.034733052,-1.148838475,0.11354809352939021
lil,ih,5.689247649,10.566004784688996,15.447676767676766,31,0.056634682,-0.107342409,15.83247135417626,-0.040421579,-0.094548708,0.033391871862896494
lil,ah,5.591968503937007,11.377107203630176,15.400579710144928,30,-0.032528351,-0.458802637,15.769653163852654,0.008141689,0.13403388687010498,-0.176249813
lil,ah,5.761608746583366,12.177047772410091,16.18827731899366,29,-0.079807045,-0.300062813,16.548687855567657,0.031997491,-0.546504143,0.009681238
lil,ao,7.157874818,10.071610117211598,15.13522799575822,60,0.027874818,0.10567407250498562,15.529597861008254,0.069333304,-0.005001046,0.305745602
lil,iy,5.040064672594988,13.62097807757167,14.910982258762441,60,-0.042839724,-1.09739376,15.241156524327318,-0.464979997,-0.245594973,0.11444502759438002
lil,ah,8.418817131203262,12.694788004136504,14.713281972265023,496.748,-0.048437106,-0.261784004,15.067218443819502,-0.852349895,-1.064244374,-0.110526417
lil,ah,5.865236985236985,13.28603363006924,15.84353525322741,40,-0.480165139,-0.902940139,16.18084529709814,0.3200785023347166,-0.126533006,0.037177195
lil,uw,4.385166666666667,14.705638766519826,17.03679859278804,30,0.2584550309162452,0.010206668,17.367281984726024,0.3501018860188596,0.045708315533705246,0.30957338953089675
lil,ah,4.6465706051873195,8.376218057921635,13.86913557,530,0.071485929,0.030552528911396593,14.28546280493515,0.6227936491109602,0.091036179,0.6814894307982993
lil,ah,4.6998767967145785,14.513855799373042,16.886435466571324,40,-0.262638416,0.044959418,17.21997194532205,-0.433953043,-1.697242937,-1.389854305
lil,ah,6.8323316062176165,14.974578313253012,15.709169181251257,30,-0.787299076,-0.038783608,16.035368923052946,-1.232221413,-0.33818567,0.49652100279782196
lil,uh,4.219714525608731,15.962387590810918,16.30134447398405,31,-0.229126355,1.485532244898966,16.63477367561128,-0.111697648,-2.421199712,-0.009483611
lil,ah,6.131380368098158,10.98675203725262,14.127456059204441,31,-0.015439555,-2.116818675,14.479408268907461,-0.069772057,-0.198379396,0.4778938630350602
lil,ah,5.640722702278083,14.138687615526802,16.76223147980438,59,1.146626516540107,1.6797291726020251,17.122887182715182,-0.379762702,-0.025300257,0.14932494736623525
lil,uh,4.4579069767441855,13.889620372553644,15.075820895522389,50.724,0.1551549901277074,0.035158324788213235,15.41764181006173,-0.027220906,0.18136475755788162,-0.367633272
lil,iy,4.321119933,15.666467380327207,16.896499999999996,105.22,0.2037517340661985,2.493875711581884,17.247520632391616,-0.3827866,-0.047372229,-0.881708048
lil,ah,5.022880258899676,12.184613733905579,15.068649455941967,41,-0.511916425,2.0880445931602747,15.46125059798576,1.2770436954729476,1.187599481520607,1.2421606370195182
lil,uh,4.098657661460531,13.56892114175133,15.660032336297496,31,0.3422753211261984,-0.151901038,16.003655803960783,0.4764270142932894,0.3119283155398449,-0.108411266
lil,ae,5.460824088748018,15.683589433353498,17.099776380153738,30,-0.065779387,0.10139073628509365,17.41831529929164,-0.049608839,-0.267265265,-0.267385154
lil,ah,6.562326454,10.991201629327902,15.927832939322299,960,0.7927089676949732,0.7513725694988427,16.318494665349316,1.1561758419747061,-0.49600187,-0.250657798
lil,ah,7.074005847953215,14.674964664310956,16.008772478498827,30,-0.418865085,0.067021528,16.34043490123557,-0.155686025,-0.511081796,-0.078900507
lil,uh,4.814477124183006,14.048249534450651,14.260878316559927,30,-0.02627359,4.292652050173922,14.658096580141713,-0.132339845,0.028406295,0.42688696029866513
lil,ih,5.689247649,13.69073310972688,16.54355382619974,110,0.17084385593561446,1.6051145251779868,16.909252930134024,-0.294621258,1.2054713963389787,-0.116844657
lil,ih,5.41121525,14.540142984807863,17.42017872196931,207.517,1.8495896557325082,0.9405483902132694,17.765437535317428,-0.658294316,-0.647601731,-0.898321712
lil,ah,5.3946263910969785,9.13,15.405082781456953,136.473,0.536395653,-0.399091489,15.805369062621502,-0.218080206,-0.06179168,-0.077062773
lil,ah,5.5101976284584975,11.473688362919132,15.37574600539531,71,0.016431805673687627,-0.710925371,15.740107610322584,-0.148828202,-0.297913715,0.2821395818292718
lil,ah,10.14130221130221,14.318333712724788,16.613406916850625,30,0.9555117103262827,1.257855725303406,16.965940783019832,3.160777315,1.7304357576801959,1.2576316493199613
lil,ae,7.088035062089116,13.562768635043563,16.096356589147284,90,0.17685187005078173,-0.291693413,16.438177503686624,-0.72751952,-0.871493745,0.27647900662948643
lil,ao,6.375606061,9.608807106598984,15.447676767676766,49,0.0075424,-0.14159239,15.844965429949283,0.4639203914842094,0.8958701674928786,0.35841452193854195
lil,ao,4.284353285893679,13.813190984578885,16.116054158607348,31,-0.547646714,0.5143174667923223,16.465370530903122,0.20070685512664443,0.3170749113748723,0.4293033812222191
lil,ao,7.452482981,11.00009305030532,15.804003189792665,90,0.5627412835934162,2.1603851180119236,16.213631496398854,-0.308535421,0.7479379231460079,0.018762979361564902
lil,ah,5.3696935933147625,11.94231923601637,15.649289904916044,30,-0.041521657,-0.298781485,16.012888388276284,0.27913247657137763,-0.134255342,-0.019391243
lil,ih,9.257777777777777,11.926653919694072,15.81651931501394,141.727,4.226301837624119,-1.346514397,16.16618257893102,-0.178301509,0.636927391,0.7143897758951478
lil,ah,4.376040016673614,12.980177170336624,16.744960987116674,29,-0.154125546,0.040517358,17.099125766896925,-0.036582814,-0.10517717,0.24937016679744417
lil,ah,3.852513871,13.447863247863248,14.383328050713153,91,-1.81249986,0.3014798437142847,14.734702408931238,2.4474100832672034,-0.331089701,2.5332364539197734
lil,iy,4.494096185737976,15.42305785123967,16.080543478260868,110,0.3300894517312427,2.0003125612959476,16.428188328011235,1.6140803977553064,-1.129280479,-0.029782334
lil,ah,6.277106966121051,11.792103666942376,15.020604242554104,41,0.5154982195376849,-0.189229666,15.387712463997714,0.7052066585576116,-0.414996463,2.560902131
lil,ae,6.803498888065233,12.513272203301021,15.175266272189349,109,-0.028832718,-0.704933116,15.525671291939252,-0.285665116,0.7663319530572181,0.009378998
lil,aa,7.526395431834405,12.466225026288118,16.199892576251678,89,1.5742871146197048,0.3767732304469096,16.56553988811608,1.8082321076689825,-0.319522498,0.44188291897942733
lil,eh,5.616374360990955,12.936272219400712,14.288306709265177,120,-0.145234386,-0.252646565,14.639106983765126,-0.089770885,0.9123106999274171,0.16463949825226543
lil,iy,5.477307996832937,6.315106382978723,14.442288803784635,100,0.066092747,-8.19084029,14.775325897216087,-0.057808195,6.470389251330472,-0.156719299
lil,ae,6.723766282098994,12.480735294117647,14.945314926660915,200,-0.350239566,0.3302324707780393,15.31013738051148,-0.685522831,0.5330188083817227,-0.580870482
