vowel,f1,f2,f3,duration,spanish_speaker,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on
a,6.745576208178438,12.898894830659536,16.44330962186447,60,Jos,1.6712259256925623,0.4544925136505835,16.80416192587512,0.27916545543460636,0.28676178533847185,-0.119277792
a,8.497394247038917,12.484358099238644,14.55585899152164,90,Jos,1.332563399457979,-0.178746332,14.913757719369364,-0.256391844,1.038273607486289,1.7303030472763776
i,5.227275641025641,8.1100138312586445,14.070985130111525,30,Jos,-0.084009275,1.3789721645919784,14.50922920453748,-0.101703982,0.31487233931560077,0.090103431
a,8.241002403020941,12.199721329046088,15.42305785123967,280,Jos,0.6147475219417791,-0.505595127,15.78038658030235,-0.795267636,0.10856901926553064,-0.368778851
a,7.764284707540521,12.38954269098599,15.316595034425204,223.288,Jos,0.5439872828034886,-0.368172183,15.673216249392146,-0.237889276,0.19548728034577856,-0.164845776
a,7.718502296008476,12.14670252824099,14.113387358184765,259.083,Jos,0.484388487,1.7469080283920935,14.501883846400386,-0.178730541,-3.565456317,-0.486312954
e,3.6496813092161924,5.849362363919128,14.819236641221375,233.227,Jos,0.7866153555620032,-1.576098705,15.248050286156923,0.6346719766774864,0.039640352,0.07450117
a,4.8582307378719936,7.282313810556761,12.892076433121018,219.201,Jos,-2.052952454,-5.677635492,13.245967312946572,1.995669447,5.520486907576093,1.959563410289162
e,3.794933675652545,7.254800868935553,14.618304482911674,159.612,Jos,0.3816003423192118,-1.807767938,15.024912025214437,-0.057876619,-0.069132264,0.046399319033508135
a,2.758245299910474,9.135595432300164,13.708803827751197,120,Jos,-0.575204482,0.9817078848700156,14.127732368080423,3.4577608092915115,-0.169466931,-0.718535745
i,4.070532544378698,14.62606342869816,15.560375356997143,30,Jos,-0.55821076,0.049315099,15.892458196751159,-0.420851235,0.087218544,0.050061191
e,3.957315208156329,14.244360971140631,14.527014090807427,60,Jos,0.085673417,5.080843055831185,14.932253544984633,0.4187248085172852,-0.080478103,0.8509942079477586
i,3.794933675652545,14.51648981419297,16.434094060333518,50,Jos,0.391555356,8.103257300015278,16.87665630266278,-0.145252366,-5.642120818,-1.899199112
a,5.1255716586151365,8.810718085106382,13.544275327193407,150,Jos,0.5504869828613161,-0.075174004,13.953277575187755,-0.461203086,-0.205659222,-0.207033948
i,3.7660325621251065,9.940572139303484,14.584562653015801,30,Jos,-0.028901114,-0.497522525,14.972540775395924,-0.067725729,-0.432867064,-0.054920435
a,7.842245614035087,12.761193722665293,14.685207413945276,50,Jos,0.11718911685994549,0.3533162147455453,15.046553050017453,0.038734778,-0.066405719,0.053479166
o,6.510398796087283,9.491629392971246,13.810232558139536,180,Jos,0.14988325400995173,0.5027119859294569,14.217838331563515,1.4794515345775263,2.1470777677977697,2.004202813300415
a,6.420740741,14.11056970819824,15.194008438818567,80,Jos,0.15887407407407483,-0.350356967,15.527652340332844,-0.090474985,0.011262776762425375,-0.187898162
o,7.282313810556761,10.589465512093161,14.581959038290295,90,Jos,3.6619084634243766,-0.573273268,14.960133407250542,-0.089709379,0.9589393098860928,-1.354020638
a,6.162235834609494,10.991201629327902,13.33086249383933,120,Jos,-1.071877975,-2.072601188,13.683351481260265,2.7924756721494903,0.22786400552449138,1.2667008676546683
e,8.160137931034482,14.191755233494364,16.55976322604513,30,Jos,2.3028351716096873,0.5494656712048016,16.904446066446724,-0.279157539,0.2771411477148966,0.15569363598617159
e,7.492870933142652,13.953563218390805,14.566312973695943,100,Jos,0.1421216536037475,0.7646444341356968,14.917113248195893,-0.689372045,-1.469205119,0.876895935
a,8.437011884550085,12.352727272727273,14.426266636589215,110,Jos,1.2444074530208447,-0.117128181,14.786775161837376,0.036278525,-0.270943971,-0.195704839
o,7.619630681818182,10.696488730723607,15.154105441456702,120,Jos,0.013262522614203576,-0.44883385,15.532515350678466,0.3063350883529665,0.5096156869470754,0.032882103
i,6.946813833701251,13.904211022138483,15.778880895283775,30,Jos,0.2449062331051266,-0.098312342,16.118705023187104,0.28039428812615874,-0.384677268,-0.441738038
e,4.042336013542108,11.531866404715128,14.935526770293608,53.391,Jos,0.20898274570784992,0.037347553,15.309214872149703,-0.123016865,-0.04150896,0.00489619
o,6.882583979328165,10.225126794989306,14.654424778761062,54.934,Jos,0.3276590544032407,0.994964563,15.05876113,-0.007163004,0.9506478528980189,0.14728775946523953
o,7.405143678160919,10.254504422079902,15.90739834188709,48.072,Jos,-0.227730701,1.6316280779938808,16.319966345356466,-0.261196118,-0.019573124,-0.643666686
a,7.499585418155825,12.92949187,15.467736625514403,60,Jos,0.026886778,-0.321100741,15.817704555978942,-0.265471609,-0.147462587,-0.146568742
i,5.269364254,10.175923996322403,15.006110276764643,60,Jos,-0.908263902,-1.158797278,15.381958942604495,-0.135279747,-2.811546747,-0.038833635
a,7.842245614035087,12.120043115063325,14.741220904699166,130,Jos,-0.217366036,0.20516066563740942,15.109227097911564,-1.27991916,0.18824723324829407,0.27697026546800174
a,6.405718608,11.360181714934697,15.008528528528528,60,Jos,0.19737636218013588,0.076642902,15.385069287574806,0.43380784392082905,0.22118891443593292,0.069680808
a,9.096350555918901,10.278903775883068,15.670753078942058,30,Jos,0.8244382872417244,0.765846979,16.07125658,-0.355602892,1.0217347645958377,-0.152088324
a,8.116294503975112,11.748030973451328,14.979440860215053,100,Jos,0.22887413295656156,0.093024015,15.350959414201137,-0.67731279,-0.008042042,-0.039017899
o,4.832,12.199721329046088,15.847679174111574,154.481,Jos,-2.491434343,-0.651298349,16.203040626075992,1.4679239543726235,-0.97634024,-0.252429072
e,4.814477124183006,14.633812056737588,14.672401148663573,235.709,Jos,-0.302574829,0.19685916063661857,15.006368195280718,-0.895157975,-1.855250906,1.537150403655323
o,7.343927927927927,12.719329032258063,16.024808743169398,68.232,Jos,-0.964936641,1.5435543843707382,16.402806815100156,0.8286978473994342,0.32116479490243144,0.2020823989771472
a,7.411921005385996,11.989110688060919,14.781619256017505,42.899,Jos,-0.127850749,0.074228239,15.149625449229903,-0.095327718,0.42974449526801983,1.1196329659852609
a,7.268567293777133,11.56902575587906,15.224329896907218,13.956,Jos,0.096785476,-0.008232218,15.596899451290907,0.088998425,0.016455228460984017,-0.153288941
a,7.989850330664809,11.887340454669953,15.595250101667345,96.92,Jos,1.4943382824720386,-0.346254841,15.95894997847129,-0.59148885,0.9292724072311476,0.7962290101128549
o,5.311284916201116,11.193120872810795,15.465511422103315,27.138,Jos,-1.280592191,-0.205089266,15.840501636536484,-0.514359323,-0.131076274,-0.144343539
a,7.206460980036297,11.638707160769016,14.252625314717326,30,Jos,-0.815165149,-0.454575777,14.618220862678506,-0.041630132,-0.061449187,-0.708349988
o,8.059611650485436,11.859692645444568,15.268348700754402,30,Jos,0.37394993781735497,-0.317355127,15.632812522779377,0.3287982916323706,0.1951855353892178,-0.499323509
a,7.4186934673366824,11.477859154929579,14.796695804195803,30,Jos,-0.358630476,-0.169002444,15.16832446217919,-0.047509588,-0.04600835,-0.354407
o,7.725056497175141,12.337946404881933,15.51646046702171,40,Jos,0.098801616,0.22553874783151606,15.881797617163514,0.22651657572335715,0.1969319628920676,-0.517611175
e,6.672686567164179,12.638359293873313,15.582198697068405,60,Jos,-0.021923943,-0.105422262,15.939008044177747,-0.603301952,-0.110675441,0.13122177347251807
o,4.476016597510373,8.557369308600338,15.217347368421052,50,Jos,1.293862751356527,0.21782680262560206,15.633757649900978,-0.036249349,0.047689554500907505,-0.06795529
e,6.621339319117096,12.577887874837028,16.339099508134694,50,Jos,-0.131496058,0.12256559122745081,16.699804322255925,-0.436023832,-0.7977775,-2.039856462
e,4.512145816072907,13.880849457291175,15.270655772051121,30,Jos,0.099644776,0.041095669,15.612675061691538,0.8658653215563685,-0.451815464,-0.15674162
a,7.731606071302505,11.351704545454545,14.791674682990818,80,Jos,0.19852009199462195,0.5999551364710953,15.175408466689708,0,0.7645218696397951,0.20959597594887036
o,8.880132450331127,13.596533912623702,16.39519939804364,40,Jos,-0.080289435,0.11741089191724718,16.742083557612553,-0.370710739,-2.726387285,-2.860190909
a,8.147632850241546,12.000760869565218,15.161168006771053,110,Jos,0.050193404,-0.366715964,15.52305934659504,-0.989758032,-0.615205314,0.9430767647239087
o,2.5457633242999096,7.665901523202266,15.182302006335798,331.853,Jos,-3.038057077,-6.816253843,15.515659770645646,0.18085254302415965,-0.039646642,0.27875626008380117
e,5.753593749999999,14.844178454842218,15.547238562091506,60,Jos,-0.103709009,-0.071721199,15.87475132210663,-0.251608776,-0.84165509,0.2588527275238022
e,6.383142748958727,13.36904176904177,14.967276641550052,50,Jos,-0.119815475,-0.009509667,15.315517817960014,0.4131345962396402,-0.015880637,-0.307710078
e,6.458196906827611,12.936272219400712,14.537519553072626,76.581,Jos,0.2421907976256259,-0.14412969,14.889784487211749,-0.165872829,0.1772031000680947,0.18085228411109178
e,6.650713485244677,13.85446204776543,15.177612507923092,37.217,Jos,0.2600397532234817,0.993154591,15.532835065835354,-0.809297694,0.090420581,0.1845399957128926
e,3.7176985830828677,11.110369515011547,15.808178557194102,50,Jos,0.01939175,-0.396619521,16.181698069038124,0.19210133177451816,0.048018974,-0.039800882
e,3.7563823403343326,11.022276422764229,14.65185217968577,50,Jos,0.12620992654122887,-0.717712509,15.022222053486638,0.16293680860183724,0.10121939494560728,-0.311774925
e,3.6594231597072744,11.883397260273973,15.514255275558286,70,Jos,-2.417731781,-0.719455421,15.872967639065415,0,-0.195899343,-0.229777351
a,7.459226361031518,11.585480984340045,15.595250101667345,60,Jos,0.8305352615550783,0.3105066839402735,15.97190667422339,0.20667516217074855,0.085789519,-0.078789635
e,5.640722702278083,11.585480984340045,15.762065652522017,30,Jos,0.138737728,-0.523105855,16.127454426077826,0.032375336937603194,-0.370733278,0.4935924932238809
e,3.6496813092161924,11.300638540478905,14.940422960725076,30,Jos,-0.221960482,-0.127015501,15.315015074347217,0.570033216,0.18555515321478744,0.051155987
o,5.656923076923076,11.123495817709836,15.992685982772121,50,Jos,1.3449832775919726,0.1456507390843278,16.373361104619466,-0.073102675,-0.039447235,-0.496104821
i,4.412501040366209,14.600160035563459,16.133716933770998,80,Jos,0.2857894046157874,0.42790197104732997,16.471252351636615,-0.100561241,0.24650663110320892,-0.043284512
o,6.789050445103857,12.53847280334728,15.738856569709126,30,Jos,-0.896611268,-0.333106681,16.09394044766165,-0.058008778,-0.126934139,-0.235640819
e,4.796925592804579,14.202868306136521,16.270933333333332,40,Jos,0.24877009239101433,-0.074482082,16.607051879020354,0.087471801,-1.557429801,-0.31462685
o,6.077154940407535,9.470147153,15.970484598783598,90,Jos,-1.05284506,-0.424570652,16.365818831141784,-0.883671794,-0.201348189,-0.538461477
a,7.757758195,10.096569140745304,15.584376144921636,60,Jos,0.30527521426630955,0.653352223,15.985825779322086,0.22572369887371657,0.30802300426980267,0.1184096843859308
o,8.116294503975112,10.57070254110613,15.496581161502155,30,Jos,-1.229254964,0.1757085870553432,15.88514262315668,-0.799701216,0.26320692391444567,-0.114051091
o,8.966128500823723,11.552533632286995,16.223043062200954,50,Jos,-0.141453199,-0.616940052,16.587609211901977,-0.068728567,0.4326894362657807,0.32051076399878653
o,5.833463035019454,8.988917407,14.933077089181602,70,Jos,2.7532864345779533,-0.854548342,15.329105369436817,0.632208157,1.890261959898421,0.1379638664497964
a,7.164830847580938,11.739988931931379,15.899201896483602,60,Jos,3.7614525280337032,1.020427190740973,16.28337117766362,0.5142487984367605,-0.581600443,-0.825770461
u,3.532121212121212,8.931832288,15.393818106484357,70,Jos,0.37029103174285805,0.17938398901787878,15.80462936,-0.079054314,0.607931968,0.515627325
i,4.061141649048626,14.98187056546979,16.387756024096383,90,Jos,0.4700881084614075,0.5369156105148338,16.721615209245872,-0.208627778,-0.283885113,-0.884540273
i,7.835773955773955,13.46976109215017,14.628647450110865,30,Jos,0.29600220113772124,0.4794930091961991,14.982129049114194,0.1795058495788444,-0.564054806,0.4923803689590027
e,5.427777777777777,13.883774475112055,15.161168006771053,130,Jos,-0.341839709,-0.207035082,15.499801630719414,-0.208940102,-0.17797883,0.15313917185999948
e,7.3711838790931985,13.497805886645585,15.919668769716088,30,Jos,-0.675783505,-0.171778947,16.26398339857053,-0.698497312,-0.093963691,-0.172360692
e,5.959969064191801,13.744790076335878,15.81443537143995,120,Jos,1.198232782,0.37892131251184225,16.16284768553222,-0.198360318,0.18559770274755394,-0.058689327
e,5.235706848217861,13.116773547094189,15.791457085828343,40,Jos,0.11865489493554193,-0.261777889,16.139698262238305,-0.290501814,0.013176402855760827,0.26925080993205874
e,4.385166666666667,13.833860729512079,16.348493668493667,30,Jos,0.4848940942646234,0.5768099240597859,16.69837444279568,0.3941786688488813,-0.271092094,-0.480144154
e,6.200672525792892,12.996986855409505,15.78097902097902,70,Jos,-0.07643444,0.043793855,16.134961107544033,-0.748100191,1.5221357945457328,-0.762787851
e,6.562326454,12.070265008112493,15.355343035343036,30,Jos,-0.132284057,0.2066161740932877,15.724041605891701,-0.164127438,0.19704165855417344,0.17872649430931808
a,6.269489718202589,9.828027551659362,15.51646046702171,40,Jos,0.49186974161265606,0.7880537983785221,15.923374242487892,0.40319684896159025,1.5996264901721808,-0.124898097
a,8.988917407,13.720822179732313,16.835787203450753,30,Jos,0.051359651266212225,-0.221164202,17.176427709871785,-1.817135589,-1.132223951,-0.930436759
o,5.185018065034122,8.370115883,15.429783192236217,60,Jos,-3.006307236,-5.816075141,15.767130754949855,0.3333857279330834,-0.191252638,0.2666115711071875
a,6.115917114351496,11.440237221123978,15.553810981833026,50,Jos,-0.061711042,-0.226970788,15.925164611163577,1.6939247134165178,-0.413531851,-1.197477875
u,3.7467238421955402,10.760921441228588,15.942089317332284,80,Jos,0.6870508417536492,2.138045097142566,16.35465732080166,0,0.7916121910584071,0.052610232
i,3.9667940552016976,15.341698584512907,15.745196471531676,100,Jos,0.33662164140859385,0.098791632,16.068304279207712,0.0094708,-0.386612378,0.050445987
i,7.171781818181817,13.531916545366327,15.249857262804365,30,Jos,-0.779791255,0.5047790926551041,15.602841169879207,-0.940465527,-0.660337061,-0.202777314
e,5.889002716336826,13.46351219512195,15.768377675535108,80,Jos,-0.063105601,-0.071496294,16.11450782978711,0.12582181123741165,-0.961068566,-0.41303464
o,5.583820401732965,9.079476268412439,13.22145129224652,80,Jos,2.220348966931396,0.8632782622247444,13.639534588802542,-0.364982726,1.500613364094285,2.7328265619488032
o,5.959969064191801,8.135110497,15.768377675535108,150,Jos,0.015727578,-1.204979767,16.17122451330324,-0.1106067,-0.622110497,-0.419852608
e,5.881086956521739,14.056785298906723,16.044783794312426,232.029,Jos,0.3708893280632415,-0.148858083,16.381869089424654,-3.716552767,-1.330460821,-0.162013711
o,6.2313162914917966,10.370947623372693,16.18827731899366,110,Jos,1.0293748554709383,1.4162361166137085,16.596346726028173,-0.485743802,1.516392831,-0.048686427
o,6.2313162914917966,9.163517915309447,14.97701010970101,140,Jos,0.069080457,-1.711146406,15.359080991867021,-0.19307284,-0.636085483,0.6593601556423145
o,5.5266034755134275,8.197549896765313,16.155221579961463,180,Jos,-1.610372845,-0.20911677,16.570721493597194,0.5970482314294188,1.4376607462502093,-0.126411592
o,4.2751423785594636,7.573129227483089,15.970484598783598,140,Jos,-1.894792562,-6.799415527,16.305319848401417,0.47777855548396087,1.761498312020298,0.4284322872637869
o,8.752448298865911,8.897399933840555,15.704914469712216,150,Jos,0.49906922510947815,-2.683970696,16.07742842769595,-0.327562128,1.9137746319527924,-0.234953556
e,5.065789261203068,10.190716472749541,14.49009648,80,Jos,0.8275677846930014,-1.04990173,14.867217640017659,-0.129249862,1.2913111251102176,-0.303905453
e,4.575084676,10.901714954638573,15.801914257228317,70,Jos,0.6272563714614279,-1.001376701,16.170079789485875,0.071485929,1.064038246124161,-0.025132326
e,4.321119933,11.171431857389303,15.341698584512907,60,Jos,0.3543258779366223,-0.150526583,15.717719827020279,0.1548966643720533,0.047633777,-0.24203901
e,3.2226941641070646,11.292093553907586,16.246087454649608,60,Jos,0.10161880051076722,-0.371049701,16.61749602805452,0.010112853436794467,-0.256537998,-0.167524069
e,3.5222693806842784,11.498677918424754,16.192152044538297,70,Jos,0.019729285322337198,0.9562041238754873,16.57871757093997,0.088360473,0.05798221,0.038584234
e,4.136047197640117,11.752048659109759,15.897150760719226,40,Jos,0.065514653,-0.337403137,16.262798072583628,0.046560035,0.2642162703147797,0.020474954
e,6.413232514177693,13.729820874134225,14.928174551739037,330,Jos,0.4218811628263426,-0.038845793,15.271152658258105,-0.312802407,0.14224524156825602,-0.086485392
o,5.444314036478985,11.004534883720929,14.260878316559927,114.753,Jos,-0.04122613,1.222996422182467,14.657745255337987,-0.310229529,0.008875924,-0.136233394
e,5.2103929430633515,10.031515151515151,13.513333333333334,136.463,Jos,0.008451507,-0.733988244,13.896881030646037,0.075759674,0.49208304938439973,0.5434519655733894
e,6.146819923371647,9.991221326720398,13.528823101189031,142.666,Jos,0.030902809020151523,0.076092083,13.92388093486686,-0.337252335,1.0796325083013105,-0.087230138
a,6.939698196540301,12.211030789825971,16.15131842713955,65.13,Jos,-1.170315635,-0.320251261,16.51099734029448,-1.891051732,0.041313044,-0.258272371
